ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
83318,103-ZW-T30,FPQ-13967,SO-48430,DN-4160,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,4/2/14,N/A - From RDC,2015-03-31,2015-03-17,2015-03-19,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,12080,23556.0,1.95,0.03,"Mylan,  H-12 & H-13, India",Yes,12867.46,12867.46,24.22
83324,101-CD-T30,FPQ-15787,SO-50910,DN-4195,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,1/26/15,N/A - From RDC,2015-05-06,2015-07-06,2015-07-06,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,10,19.9,1.99,0.01,"Aurobindo Unit III, India",Yes,1334.92,1334.92,0.02
83326,114-UG-T30,FPQ-15294,SO-50050,DN-4218,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,11/3/14,N/A - From RDC,2015-06-15,2015-05-14,2015-05-15,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,7559,14513.28,1.92,0.03,"Cipla, Goa, India",Yes,18500.5,18500.5,17.08
83330,111-MZ-T30,FPQ-14226,SO-48888,DN-4233,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,5/2/14,N/A - From RDC,2015-05-29,2015-06-09,2015-06-15,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,75535,492488.2,6.52,0.11,Mylan (formerly Matrix) Nashik,Yes,5443.53,5443.53,506.28
83331,110-ZM-T30,FPQ-14784,SO-49570,DN-4251,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/12/14,N/A - From RDC,2015-06-15,2015-05-15,2015-05-15,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,55990,97422.6,1.74,0.03,"Strides, Bangalore, India.",No,9341.81,9341.81,100.15
83332,151-NG-T30,FPQ-14989,SO-49933,DN-4229,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,2015-06-30,2015-04-15,2015-04-20,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4000,30880.0,7.72,0.13,"Cipla, Goa, India",Yes,36027.0,36027.0,31.74
83333,151-NG-T30,FPQ-14766,SO-49686,DN-4226,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/14,N/A - From RDC,2015-04-30,2015-04-15,2015-04-20,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,189393,1462113.96,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,51677.0,51677.0,1503.05
83334,104-CI-T30,FPQ-14370,SO-49040,DN-4253,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,5/23/14,N/A - From RDC,2015-06-08,2015-06-08,2015-06-19,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,11169,216231.84,19.36,0.16,"Aurobindo Unit III, India",Yes,20816.42,20816.42,222.29
83335,114-UG-T30,FPQ-15294,SO-50054,DN-4265,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,11/3/14,N/A - From RDC,2015-06-15,2015-06-04,2015-06-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,41258,190611.96,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,6126.12,6126.12,224.35
83336,104-CI-T30,FPQ-14370,SO-49090,DN-4177,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,5/23/14,N/A - From RDC,2015-05-29,2015-05-29,2015-06-18,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,30004,93612.48,3.12,0.1,"Cipla, Goa, India",No,36897.57,36897.57,96.23
83337,151-NG-T30,FPQ-14989,SO-51423,DN-4275,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,2015-06-30,2015-05-15,2015-05-22,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,140000,1080800.0,7.72,0.13,"Cipla, Goa, India",Yes,79132.0,79132.0,1111.06
83338,151-NG-T30,FPQ-14989,SO-51425,DN-4278,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,2015-06-30,2015-05-15,2015-05-22,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,34000,181220.0,5.33,0.09,Hetero Unit III Hyderabad IN,Yes,5613.0,5613.0,186.29
83339,110-ZM-T30,FPQ-14784,SO-49623,DN-4288,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/12/14,N/A - From RDC,2015-06-30,2015-07-13,2015-07-13,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,42812,410995.2,9.6,0.32,Mylan (formerly Matrix) Nashik,Yes,23688.4,23688.4,422.5
83340,151-NG-T30,FPQ-14989,SO-51427,DN-4290,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,2015-06-30,2015-06-02,2015-06-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,177285,1368640.2,7.72,0.13,Mylan (formerly Matrix) Nashik,Yes,84944.83,84944.83,1406.96
83341,151-NG-T30,FPQ-14989,SO-51429,DN-4292,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/14,N/A - From RDC,2015-06-30,2015-06-02,2015-06-17,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,16495,59382.0,3.6,0.06,"Cipla, Goa, India",Yes,5852.71,5852.71,61.04
83348,104-CI-T30,FPQ-15259,SO-50111,DN-4314,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,10/24/14,N/A - From RDC,2015-07-31,2015-08-06,2015-08-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,48928,319010.56,6.52,0.11,Hetero Unit III Hyderabad IN,No,28406.4,28406.4,375.48
83368,154-NG-T30,FPQ-3815,SO-32270,DN-1311,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/26/09,N/A - From RDC,2009-07-30,2009-08-04,2009-08-04,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,16,203.68,12.73,0.14,"Aurobindo Unit III, India",No,7445.8,7445.8,0.4
83369,154-NG-T30,FPQ-3815,SO-32270,DN-1311,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/26/09,N/A - From RDC,2009-07-30,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,50,73.0,1.46,0.02,"Aurobindo Unit III, India",No,7445.8,7445.8,0.14
83370,154-NG-T30,FPQ-3815,SO-32274,DN-1364,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/26/09,N/A - From RDC,2009-08-31,2009-08-17,2009-08-17,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,28,210.84,7.53,0.13,Hetero Unit III Hyderabad IN,Yes,675.47,675.47,0.41
83371,154-NG-T30,FPQ-3815,SO-32272,DN-1360,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/26/09,N/A - From RDC,2009-08-31,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,277,1897.45,6.85,0.23,"Aurobindo Unit III, India",Yes,7445.8,7445.8,3.72
83372,154-NG-T30,FPQ-3815,SO-32272,DN-1360,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/26/09,N/A - From RDC,2009-08-31,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,233,675.7,2.9,0.05,"Aurobindo Unit III, India",No,7445.8,7445.8,1.32
83373,154-NG-T30,FPQ-3815,SO-32260,DN-1452,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/26/09,N/A - From RDC,2009-10-30,2009-10-20,2009-10-20,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,422,3696.72,8.76,0.15,Mylan (formerly Matrix) Nashik,No,9341.59,9341.59,7.25
83374,123-NG-T30,FPQ-4395,SO-32971,DN-1493,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,7/27/09,N/A - From RDC,2009-12-18,2009-11-20,2009-11-20,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2666,15409.48,5.78,0.19,"Aurobindo Unit III, India",Yes,21641.75,21641.75,30.2
83375,114-UG-T30,FPQ-4475,SO-34160,DN-1506,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/2/09,N/A - From RDC,2009-11-20,2009-11-10,2009-11-10,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,200,2000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,1483.39,1483.39,3.92
83376,104-CI-T30,FPQ-3964,SO-33070,DN-1511,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/24/09,N/A - From RDC,2009-12-10,2009-11-05,2009-11-05,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,940,3290.0,3.5,0.06,Mylan (formerly Matrix) Nashik,Yes,5028.05,5028.05,6.45
83377,104-CI-T30,FPQ-3964,SO-34510,DN-1514,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/24/09,N/A - From RDC,2009-11-26,2009-11-13,2009-11-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,42750,485212.5,11.35,0.19,"Aurobindo Unit III, India",Yes,7100.04,7100.04,951.02
83378,114-UG-T30,FPQ-4470,SO-34020,DN-1520,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/17/09,N/A - From RDC,2009-11-30,2009-11-25,2009-11-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1760,12320.0,7.0,0.12,"Strides, Bangalore, India.",Yes,2450.89,2450.89,24.15
83379,114-UG-T30,FPQ-4275,SO-33860,DN-1522,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/17/09,N/A - From RDC,2009-12-03,2009-11-30,2009-11-30,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,29254,328229.88,11.22,0.19,Mylan (formerly Matrix) Nashik,No,15170.33,15170.33,643.33
83380,104-CI-T30,FPQ-4378,SO-34371,DN-1544,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2009-12-04,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,950,8103.5,8.53,0.28,Mylan (formerly Matrix) Nashik,Yes,1211.49,1211.49,15.88
83381,104-CI-T30,FPQ-4378,SO-34740,DN-1546,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2009-12-07,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,940,3290.0,3.5,0.06,"Strides, Bangalore, India.",Yes,1211.49,1211.49,6.45
83382,114-UG-T30,FPQ-4470,SO-34610,DN-1550,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/17/09,N/A - From RDC,2009-11-30,2009-11-25,2009-11-25,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,3760,37600.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,5254.17,5254.17,73.7
83383,110-ZM-T30,FPQ-4035,SO-34600,DN-1553,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/5/09,N/A - From RDC,2009-11-30,2009-12-03,2009-12-03,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,110000,1100000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,8104.79,8104.79,2156.0
83384,123-NG-T30,FPQ-4014,SO-32972,DN-1561,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,7/27/09,N/A - From RDC,2009-12-18,2009-12-18,2009-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,35300,309228.0,8.76,0.15,"Aurobindo Unit III, India",Yes,11637.64,11637.64,606.09
83385,106-HT-T30,FPQ-4384,SO-34670,DN-1559,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,2009-12-09,2009-12-01,2009-12-01,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,704,1337.6,1.9,0.01,"Aurobindo Unit III, India",No,4030.02,4030.02,2.88
83386,114-UG-T30,FPQ-4275,SO-33970,DN-1576,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/17/09,N/A - From RDC,2009-12-20,2009-11-26,2009-11-26,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12100,69938.0,5.78,0.19,"Aurobindo Unit III, India",Yes,3602.34,3602.34,137.08
83387,106-HT-T30,FPQ-4469,SO-34210,DN-1582,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,2009-12-21,2009-12-16,2009-12-16,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5323,30766.94,5.78,0.19,"Aurobindo Unit III, India",Yes,5338.55,5338.55,66.33
83388,106-HT-T30,FPQ-4384,SO-34720,DN-1590,Haiti,PMO - US,From RDC,N/A - From RDC,Air Charter,10/23/09,N/A - From RDC,2009-12-25,2009-12-17,2009-12-17,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,230,3900.8,16.96,0.09,"MSD, Haarlem, NL",Yes,8329.13,8329.13,8.41
83389,106-HT-T30,FPQ-4384,SO-34720,DN-1590,Haiti,PMO - US,From RDC,N/A - From RDC,Air Charter,10/23/09,N/A - From RDC,2009-12-25,2009-12-17,2009-12-17,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,123,2086.08,16.96,0.09,"MSD, Haarlem, NL",No,8329.13,8329.13,4.5
83390,106-HT-T30,FPQ-4384,SO-34720,DN-1590,Haiti,PMO - US,From RDC,N/A - From RDC,Air Charter,10/23/09,N/A - From RDC,2009-12-25,2009-12-17,2009-12-17,ARV,Adult,SCMS from RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,32,1600.0,50.0,0.28,"MSD, Haarlem, NL",No,8329.13,8329.13,3.45
83391,151-NG-T30,FPQ-4105,SO-33141,DN-1591,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/13/09,N/A - From RDC,2009-12-18,2009-12-18,2009-12-18,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60000,681000.0,11.35,0.19,"Aurobindo Unit III, India",Yes,11637.64,11637.64,1334.76
83392,114-UG-T30,FPQ-4497,SO-34840,DN-1598,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/28/09,N/A - From RDC,2010-02-17,2009-12-23,2009-12-23,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,250,610.0,2.44,0.04,"Aurobindo Unit III, India",Yes,3504.8,3504.8,1.32
83393,117-ET-T30,FPQ-4668,SO-35230,DN-1600,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,11/26/09,N/A - From RDC,2010-01-04,2009-12-08,2009-12-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4893,11938.92,2.44,0.04,"Aurobindo Unit III, India",Yes,1326.89,1326.89,25.74
83394,114-UG-T30,FPQ-4275,SO-35100,DN-1607,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9/17/09,N/A - From RDC,2010-01-15,2010-01-11,2010-01-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21563,124634.14,5.78,0.19,"Aurobindo Unit III, India",Yes,8485.0,8485.0,244.28
83395,106-HT-T30,FPQ-4469,SO-34230,DN-1617,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9/23/09,N/A - From RDC,2010-03-05,2010-02-24,2010-02-24,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,32850,95265.0,2.9,0.05,"Aurobindo Unit III, India",Yes,39223.78,39223.78,205.39
83396,104-CI-T30,FPQ-4187,SO-33541,DN-1619,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,9/9/09,N/A - From RDC,2010-02-08,2010-01-23,2010-01-23,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,2691,5651.1,2.1,0.01,"Aurobindo Unit III, India",Yes,5254.1,5254.1,11.08
83398,104-CI-T30,FPQ-3964,SO-33171,DN-1629,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/24/09,N/A - From RDC,2010-02-11,2010-02-02,2010-02-02,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,1800,27900.0,15.5,0.26,"Aurobindo Unit III, India",No,1945.66,1945.66,54.68
83399,110-ZM-T30,FPQ-4035,SO-35220,DN-1644,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/5/09,N/A - From RDC,2010-03-02,2010-03-05,2010-03-05,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20000,54600.0,2.73,0.05,"Aurobindo Unit III, India",Yes,3379.64,3379.64,107.02
83400,110-ZM-T30,FPQ-4273,SO-33710,DN-1648,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,9/17/09,N/A - From RDC,2010-03-05,2010-03-05,2010-03-05,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,10000,77200.0,7.72,0.13,"Aurobindo Unit III, India",Yes,3379.64,3379.64,151.31
83401,113-ZW-T30,FPQ-4694,SO-35360,DN-1658,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12/8/09,N/A - From RDC,2010-03-30,2010-03-12,2010-03-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,36100,220571.0,6.11,0.1,"Cipla, Goa, India",Yes,13208.56,13208.56,475.55
83402,109-TZ-T30,FPQ-4794,SO-35760,DN-1663,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,1/27/10,N/A - From RDC,2010-04-14,2010-03-18,2010-03-18,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2448,20881.44,8.53,0.28,"Cipla, Goa, India",Yes,1854.35,1854.35,45.02
83403,106-HT-T30,FPQ-4384,SO-35930,DN-1668,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,2010-04-07,2010-03-03,2010-03-03,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,688,1541.12,2.24,0.07,"Aurobindo Unit III, India",Yes,6036.96,6036.96,3.32
83404,104-CI-T30,FPQ-4378,SO-34412,DN-1671,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2010-03-09,2010-03-10,2010-03-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,31092,179711.76,5.78,0.19,"Aurobindo Unit III, India",No,4519.97,4519.97,352.24
83405,104-CI-T30,FPQ-4378,SO-34412,DN-1671,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2010-03-09,2010-03-10,2010-03-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,11060,37604.0,3.4,0.06,"Strides, Bangalore, India.",No,4519.97,4519.97,73.7
83411,113-ZW-T30,FPQ-5278,SO-36120,DN-1739,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,3/4/10,N/A - From RDC,2010-05-27,2010-03-31,2010-03-31,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,12000,105120.0,8.76,0.15,"Aurobindo Unit III, India",Yes,4170.65,4170.65,226.64
83412,114-UG-T30,FPQ-4325,SO-35660,DN-1752,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/23/09,N/A - From RDC,2010-04-01,2010-03-25,2010-03-25,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,118,1033.68,8.76,0.15,Mylan (formerly Matrix) Nashik,No,4097.0,4097.0,2.03
83413,114-UG-T30,FPQ-5014,SO-35960,DN-1756,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,1/29/10,N/A - From RDC,2010-04-01,2010-03-25,2010-03-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9000,100980.0,11.22,0.19,"Aurobindo Unit III, India",Yes,2961.0,2961.0,217.71
83414,104-CI-T30,FPQ-4378,SO-34370,DN-1759,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2010-04-06,2010-04-01,2010-04-01,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,9009,67837.77,7.53,0.13,Mylan (formerly Matrix) Nashik,No,1702.91,1702.91,132.96
83415,104-CI-T30,FPQ-4378,SO-34370,DN-1759,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/09,N/A - From RDC,2010-04-06,2010-04-01,2010-04-01,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,250,2035.0,8.14,0.27,Mylan (formerly Matrix) Nashik,No,1702.91,1702.91,3.99
83416,151-NG-T30,FPQ-4537,SO-34890,DN-1762,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,11/6/09,N/A - From RDC,2010-04-19,2010-03-31,2010-03-31,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15000,40950.0,2.73,0.05,"Aurobindo Unit III, India",Yes,124350.84,124350.84,88.29
83417,110-ZM-T30,FPQ-4809,SO-36400,DN-1774,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1/6/10,N/A - From RDC,2010-07-21,2010-04-16,2010-04-16,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9455,202526.1,21.42,0.36,Mylan (formerly Matrix) Nashik,Yes,8022.59,8022.59,436.65
